wallet,score,deposit_amount,borrow_amount,repay_amount,repayment_ratio,borrow_deposit_ratio,liquidations,active_days
0x033dc48af6f744a1b5f039d2a3dc38ae5424db96,596,0.003930438,0,0,1,0,0,11
0x033df985bd88c096ceb0bae2545d35f18eecdfb4,581,7,2.00E-12,2.00E-12,1.0000025,2.86E-13,0,0
0x033e036bda697d7a7615dcd04cf7f1883904fc6c,245,280.06,1.25E-08,0,0,4.46E-11,0,16
0x033e1be8c2d5de9ff4e5a04618d6cd2db4e6f9ed,607,0.025532085,0,0,1,0,0,19
0x033e8cf361b0658925f4c3c2d9be754b86e327ef,581,1.008741008,0,0,1,0,0,0
0x033ea4c2e32eab510cb29d8c492dd4c1171cea50,686,2204.140011,1.09E-09,1.10E-09,1.007163014,4.95E-13,0,76
0x033f0b0c71753239adaea7f7394812b79f7176a0,584,4.4,0,0,1,0,0,2
0x033f35a020fbdaa7108bd8e509fd50a88a9915de,627,2.48E-10,0,0,1,0,0,34
0x033ff82972978ddd56307e37805c516536e1dfae,581,0,0,0,1,0,0,0
0x033ffcf5d843a16da224f62b5cb1c4980310f796,442,6515.172,14000,14014.66637,1.001047598,2.148830453,0,57
0x03402343d6192caec409b0570cf59905969adc2a,302,3625.042033,270.3098455,9.49E-09,3.51E-11,0.074567369,0,74
0x0340389d85c806f7f5f66d6cd2fd1f91d6f7dd10,592,2.183535236,0,0,1,0,0,8
0x03407689dca8b86e8dd3c867899f1fb168c21bb7,581,4210,0,0,1,0,0,0
0x03408ddff230918d5235152f2caac102e3d48202,589,0.004076761,0,0,1,0,0,6
0x0340af84322e83ae445c375c10a6ac90989b85f6,406,761.0927001,650,650.0010475,1.000001611,0.854035257,0,30
0x0340c0b1ef5d48083ac0afb00322b38b21f0d8db,462,55198.1171,37065,37129.37404,1.001736788,0.671490296,0,51
0x03413203ef38895fb2661a62046949893ae9fd6b,592,24.83321193,1.80E-08,1.80E-08,1.000328688,7.25E-10,0,8
0x0341ab2d783648be716fa78a48eedf13f151335e,580,358.27,3.49E-10,2.50E-10,0.716928126,9.74E-13,0,74
0x034272d147bcf7a5d27937e80fed03aa3b60a6d1,589,1.491630618,0,0,1,0,0,6
0x0344e6dc73a4128d7a889509a13c3dd25b4b688a,85,791.6894132,389.3329887,0,0,0.491774908,0,0
0x0345e39554c2fe41f68b3516d1c94dae0ff0c458,581,1.11E-12,0,0,1,0,0,0
0x0345fa5dc69c9ca90a441215e2fa8a0b36469286,687,0,0,0,1,0,0,78
0x03470c993d22b5405ed10a1e51afe1505be32ccd,581,1.09E-12,0,0,1,0,0,0
0x03471b120914390f8a4fc104e601c32d89989399,581,9.83E-05,0,0,1,0,0,0
0x03478c0564936f7a51138d28d1cdce99855c2b7f,211,2.052571911,3.50E-09,0,0,1.71E-09,2,7
0x03482e6aaf23d9367aea1e306ffba42bc7fbe9fd,581,102.25,3.50E-11,3.50E-11,1,3.42E-13,0,0
0x03485453f0b0511dd6bd4173ad05093b1e0313de,254,14574.00783,3977.988648,2.94E-10,7.38E-14,0.272950906,2,83
0x0348f1e1789f813762881fe3933635bc79c1c373,615,0,0,0,1,0,0,25
0x034961ef5fd3f25dbb91440ad3ce0a119e875847,323,5309.090745,848.5279949,1.39E-12,1.63E-15,0.159825483,0,107
0x034a30809a0ecc75ae8bd5bebdea60ca509713ae,581,0.008349203,0,0,1,0,0,0
0x034a4081df0c5a039d05113a7d0b334083a7b084,176,59471.88982,12676.10097,7.00E-09,5.52E-13,0.213144412,0,10
0x034aef79606d0888348cdc0d6c30cb2f989f106a,581,0.1,0,0,1,0,0,0
0x034aff341d97429136304f3021e8f27975de3da0,431,12310.28156,16952.62637,13562.90882,0.800047646,1.37711118,1,103
0x034b054426cd05f70ea0d98d35083ac73322b939,488,1348.796521,2.03E-09,1.02E-09,0.501806177,1.50E-12,0,63
0x034b2fd624f4895fc932ed31ed63d8be06b82c08,264,84037.98877,406014,160032.3326,0.394154715,4.831315051,0,86
0x034b5155a9a8a8513bc27a77e1036bc18f4cf5b6,581,1.09E-12,0,0,1,0,0,0
0x034b5cff596058dc37d983a8491278148ce13d88,581,9.72E-09,0,0,1,0,0,0
0x034b63d519579980d9b527c9908f90495c858d7d,581,0.343,0,0,1,0,0,0
0x034bab37dee3cb342aa38ea6ce819bb93ca99ee8,581,0.107020225,0,0,1,0,0,0
0x034c69160676cd0f0ee35719a93343ea066e31a4,712,82.36531985,7.83E-08,7.86E-08,1.004365187,9.50E-10,0,96
0x034d8677141fc9cfd7c16a401abf44aa94f9d293,584,3,0,0,1,0,0,2
0x034dbf59af51b3f322eb2bc30a25bc6d40f6e450,581,1.05E-12,0,0,1,0,0,0
0x034f4243c5e44976913d3e607089d75bc976dde2,592,2,0,0.86,1,0,0,8
0x034f5434e14148a554c38f72118239d3b4078888,643,403,21.005,20.50501123,0.976196678,0.052121588,0,63
0x034fecdfce9b15a19ad60b1e9a3bf469aad59e64,591,1.01E-12,0,0,1,0,0,7
0x035032655b5b3784d359b56eb82c803bd971c582,742,7306.986204,0,0,1,0,0,119
0x0350520a1e54dd49848db2ee24540713f2620c55,478,18618,6852,6852,1,0.368030938,0,0
0x03507501959de1df612099f3916f28d5b07bca4a,591,2.04E-12,0,0,1,0,0,7
0x0350c69d7970e174d84ef0947048c2ee9f0c8adb,739,68871.29018,0,0,1,0,0,117
0x035110da0507fd99916c25eecfd1f1946a99741d,581,0,0,0,1,0,0,0
0x035192d0554d24a91970cdf8f10ca82cb48c8eb6,589,3,0,0,1,0,0,6
0x0351b0b81fdd1db5dad0617d97c598cd3c37baaf,335,4457.532554,146.660264,0.137032983,0.000934357,0.03290167,1,90
0x0351c5599f6d7a0306c02e5c5b3b76f789b395a0,635,2950342.201,305234.4659,304810.2179,0.998610091,0.103457309,0,62
0x0351c94cae69947448969ca8b6fef20dfe14203b,386,14719.80727,96534,96608.94208,1.000776328,6.558102169,0,15
0x035254b8663a4e25c0a61fe7fe1c695fd2ad5f91,581,10,0,0,1,0,0,0
0x03526fc1075e3c4f3dceac665a7141606eb11ae9,114,544,262.5159188,0,0,0.482566027,0,20
0x0353e69aa5fecdc675ef74f4fd856588714edbdf,588,2.44E-12,0,0,1,0,0,5
0x0354a4de7462a6987cb9390d5bd065c9b98d34cf,595,522.2744402,1.50E-10,1.50E-10,1.000217607,2.87E-13,0,10
0x035556926c0c52223142c174871df815ba6d770e,581,0,0,0,1,0,0,0
0x0355c584ff086058e20d4c1eb73ad2408c38cb04,581,19,0,0,1,0,0,0
0x0355e6d75261199fd78e1faba4e59bf6fe31dfe8,581,0,0,0,1,0,0,0
0x0356011c3a38e07fe2826f1d578fa3e1e52ec877,589,2.2,0,0,1,0,0,6
0x035648071a7ebb842fc55a01e44ce01ab8b844ed,614,4694.443435,1307.428106,1308.685793,1.000961955,0.278505455,0,82
0x0356ece0b66df94ba8448075d0aa26453dd406cc,431,863.3580509,432.1589051,300.3353722,0.694965136,0.500555829,0,74
0x0356f20234bc49395be12b077d81d8565a1c1527,581,9.45E-09,0,0,1,0,0,0
0x035719f46ff6a671a1101fca5d9fc9c7dce44d42,593,2.33E-10,0,0,1,0,0,9
0x03572f17c8e8ac3d5e5f767bff74dca89f310225,36,0.004179154,0.6,0,0,143.5697367,0,22
0x0357647aa1d02d4e7503d23eb7370dbccdec7117,595,2.400011222,0,0,1,0,0,10
0x0357c980e66e6ef343a35715138b7670b0ae74c5,608,2330.365787,8.36E-08,5.83E-08,0.697131883,3.59E-11,0,100
0x0357dc60f8e2d1972e5f2dd8f9bb32f2559e04e6,619,200.0000001,0,0,1,0,0,28
0x0357ee511a77d1981d2d79e076f9608be771c85b,726,73745.50417,8.60E-08,8.61E-08,1.001056543,1.17E-12,0,107
0x0358751229cd0f5f5bc0d4dd21b19139cb58944b,633,171.5208203,0,0,1,0,0,38
0x0358c2ab1c477f338776d96c01a0a53f9dba4d0f,598,590,3.10E-10,3.10E-10,1.000477029,5.26E-13,0,12
0x0358f827f0446f5e1248f5aae42ecae8b3dacb61,581,1.13E-14,0,0,1,0,0,0
0x035a38a537384f981b611cc598f9f36cdc3542dc,584,0.21,1.00E-10,1.00E-10,1.00015912,4.76E-10,0,2
0x035a4b944b8b28565d3dc9e7ff80da78acf6cdbf,592,50,0,0,1,0,0,8
0x035a5b6b64fc4d37e32fd32361c026f77e68cc10,587,4.800000187,0,0,1,0,0,4
0x035a909c0fbc30a88d83d2fd9367a0962c012e5e,581,0.1,0,0,1,0,0,0
0x035abc4c74e4a03de41fc5cce6c13e10e6d569dc,365,4.00E-10,65,65,1,1.6259E+11,0,0
0x035b27ed461b13990c0b9ed0e01c08d0d44cd033,460,150,5993.5,6041.022143,1.007928947,39.95666666,0,68
0x035b32173c6beca69608dc1b5740bfec727c5d82,399,703076.8302,523600,525391.7075,1.003421901,0.744726575,0,19
0x035bc96201666333294c5a04395bb3618a2b6a11,502,1925.305538,1261.827709,1253.118535,0.993097968,0.655390889,0,80
0x035d5e9aef9c24c42764a90b1ef6207d22fda0e7,364,82489.4425,60357,29956.90058,0.496328522,0.731693635,0,125
0x035da46acd8cf44725c6541d688260e2a8d5cc10,581,1.3,0,0,1,0,0,0
0x035daa8f8ad585b1059d5fe5476e2bf4237218de,599,340,8.50E-11,8.50E-11,1.000573624,2.50E-13,0,13
0x035e5f83ad0fd8e73f5c844ea66c7f63894511d1,581,1.11E-12,0,0,1,0,0,0
0x035e72ef297547349d8ce3573ebb8e10dc639816,436,48411.47355,36250,36338.51269,1.002441729,0.748789436,0,48
0x035f0c9f6b5a3c07c158956b9eb91af830db9216,581,9.20E-12,0,0,1,0,0,0
0x035f31a67d87cd368b1e7a5ccb15f9efe9191c29,581,0,0,0,1,0,0,0
0x035f4a089e99bb14fa010a6ce80e9640e1dd01fc,209,293.5179229,400,200.5261765,0.501315441,1.362778791,1,21
0x035f54740a2b26337ef50b85786c2e246dbbaba4,581,50,0,0,1,0,0,0
0x035f73f456eeb7bcc5a74a66ccdeb9243bdf45ad,581,0.100239541,0,0,1,0,0,0
0x035fc3b0ec2487c1c9def561f578ec77a06b1b12,336,579.8991913,12000,6004.395538,0.500366295,20.69325183,1,113
0x03604e6625fec18f298ecf393cfd70b2d8bfc0bf,7,1.625260359,2345.186196,0,0,1442.960312,0,0
0x03607361b844e659f4e8846af200074e219513e2,305,565.5197141,60.81546637,2.21E-10,3.64E-12,0.107539074,0,83
0x0360b9acda197703cb3040715c75659c38f13cf7,610,1709,0,0,1,0,0,21
0x0360dcea9bf79bb3fed1cf01a8e2dd8fecd85235,581,2,0,0,1,0,0,0
0x036161ee78969e00d3ea480f2139357fd77247ac,445,3577.493616,16363.73626,16365.54707,1.00011066,4.574078397,0,59
0x0361af4fd68e69f7f55d6a920c4195f87ad81d15,581,4.79E-15,0,0,1,0,0,0
0x03630da783ae465b0afb812f7bc6374d677b0829,663,0.15390361,5.03E-10,5.06E-10,1.005474755,3.27E-09,0,59
0x036328c52eccfc46d348e2a27da72ae48e00852d,581,0.003658391,0,0,1,0,0,0
0x036345b8465096ac474b07e08b6117d8134ef847,581,3.293265713,0,0,1,0,0,0
0x0363839d89014a84d63a029b6c5d540344453b64,158,0.0215,0.005,0,0,0.23255814,0,0
0x0364fd4f4a4adb95ce6566c794f6244ca87943d7,697,2.5,0,0,1,0,0,86
0x0365ad837b20583a235b652cfce03987561c9948,188,1267.689073,561.0181535,7.48E-11,1.33E-13,0.442551857,0,66
0x036631a163767ec4b518ba3c234185811f7d9827,581,0,0,0,1,0,0,0
0x0366521285f902c5b10a6f1ace37a70d68e0e0bf,412,527.4677059,1.01E-09,4.06E-10,0.403797137,1.91E-12,0,33
0x036658b4a676c8458b34bbdfc7a8f1a092b44081,581,0,0,0,1,0,0,0
0x0366a61a1d2a15da442d08bc822b2c8a93b4393e,581,9.89E-09,0,0,1,0,0,0
0x036808e8efef543ac49c40a2b6d98f8f36798a91,25,87931.33589,1962331.959,1151.062588,0.000586579,22.3166399,0,13
0x0368ca98437266a286e33042e6990dcde1450db3,581,0.094,0,0,1,0,0,0
0x03692b33a187d69661b0f5b1cd0244702c340fe5,581,0.006030161,0,0,1,0,0,0
0x036955e921822b666da7fb487370f7cbb115906e,581,1043,0,0,1,0,0,0
0x03695ecfee68b3d537711d04d11de6a8f1329f6a,587,2.20E-12,0,0,1,0,0,4
0x036962a84f8e3423918082c672d9ab18752c30c2,581,0.1082,0,0,1,0,0,0
0x0369a18568f22c77ec0780cb9b79402e64fe8b89,325,479.2343706,2.55E-10,4.10E-11,0.160784314,5.32E-13,0,33
0x036a310b351f1d24dc5891a9f7ddc1e42ced51fd,489,866.6240566,3.70E-09,1.68E-09,0.455381412,4.27E-12,0,76
0x036a6ba1fcad423064d09806479b5ffbf5f22fbe,581,1.00E-11,0,0,1,0,0,0
0x036ac8829034821015a1181efb8f8e4357af3df6,223,0.014145,1.00E-15,0,0,7.07E-14,0,0
0x036baa2d91ee84b680177acbc391d554170f1ab6,581,1.02E-12,0,0,1,0,0,0
0x036bbffd6f8d19a6af2121bd690ed041e90fa2e5,581,0.00637761,0,0,1,0,0,0
0x036c3168619e6264ddd3523b978fddc2c84bc7d6,581,1.38E-12,0,0,1,0,0,0
0x036cd2526fde6ea08e0e268309dd2a3af3b95d10,581,1.11E-12,0,0,1,0,0,0
0x036cedec201095f375e6d1aff69b74a2d9b7d0c8,600,0,0,0,1,0,0,14
0x036da3aa7d31181bf0fb4f0bc128b04a7bdcc08d,581,4830,0.35,0.35,1,7.25E-05,0,0
0x036dbbd11bf2958377e459cb75fec9bb9944785a,360,1197.780938,50,3.80E-10,7.61E-12,0.04174386,0,110
0x036dce7f98c0a17da43db21d522969ea009fd301,614,1.83000001,0,0,1,0,0,24
0x036e1218a711ea2186f6413b16e373c1c1ff1a5a,585,3021.40219,0,0,1,0,0,3
0x036e88f0cf7abd5ab1ef2f13853d50cf2263397f,581,1.27E-12,0,0,1,0,0,0
0x036ea8e17701bbb41fd0b9bfb36bce98d0baefda,635,10.00000001,0,0,1,0,0,40
0x036fcf32222c17667b562b427acb2bcd737a0db9,581,5400,7.00E-10,7.00E-10,1,1.30E-13,0,0
0x037036f81ead07dc3f749e53c24d65d90247eb1d,581,1.6,0,0,1,0,0,0
0x03707609abc5d0c9ffcd26ba6dbe083a3a833857,581,1.00E-11,0,0,1,0,0,0
0x03708dfece91d4abf97deef2e77d9747ab5c9ba1,581,0.1,0,0,1,0,0,0
0x03709bd13f446ef4408347011cf3c0b457d848fa,581,1.08E-12,0,0,1,0,0,0
0x0371229099726879e47c045aca027e0a27d3c5d1,404,8099.999,2.00E-09,5.00E-10,0.25,2.47E-13,0,68
0x0371aa0fd3c1791c05b6d73896a7d2e84e4ee646,170,0.0267,0.005,0,0,0.187265918,0,0
0x0371ab664ae72f3b5d408de53a9f05f3279fea3d,581,0.006340447,0,0,1,0,0,0
0x03725920246c11418ebdd11ffbb1661467616f81,581,4.985236292,0,0,1,0,0,0
0x03725af1b7357c622c2a91a28df41d8217941180,167,0.05,0.01,0,0,0.2,0,0
0x03733ca219c6418adba6f120daca918eb3f67738,195,38346.08301,9148.300946,0.500799659,5.47E-05,0.23857198,0,29
0x037343879ca2c1d0078038549ee042046f32243f,150,56875.96294,14555.05626,7.74E-09,5.32E-13,0.255908744,2,4
0x03740d9e1c042fc41e995e59da9ca953d3d68fd9,384,7302.301493,1.42E-08,2.43E-09,0.171718037,1.94E-12,0,74
0x03750b3599a04179ea939217a8fc0be522bbe0d8,581,0,0,0,1,0,0,0
0x037582877a10e01ed2d34b2587b385b0bb44d675,581,1.20E-12,0,0,1,0,0,0
0x0375c3cdacf59035471566ff3e775b5f10d57ea1,654,6.46E-09,0,0,1,0,0,54
0x0375dafe356324fa45e5993855508b6204279d9e,581,3.31E-15,0,0,1,0,0,0
0x03761263846e6a598e667e6a573ed86fabff8953,581,4999,1.12,1.12,1,0.000224045,0,0
0x03781270005438697bdd9296f9d96a209f8af93b,581,1.78E-12,0,0,1,0,0,0
0x037949068f0cff6d57d7253398e60577ccd86dd3,556,822,300.3619148,300.5873,1.000750379,0.365403789,0,57
0x03796fa1bf321bf02cb48969723afe7e0cdb5e55,621,3064.397441,1.50E-09,1.50E-09,1.000880234,4.89E-13,0,29
0x0379eec40a19d1a6c23bf323128bea4188985014,581,9.51E-14,0,0,1,0,0,0
0x037a0f059374030dca53c918177a9d4f11c75347,581,1.26,0,0,1,0,0,0
0x037a28da412268621439c31fd0d54dbb511d47b4,538,4100,630,630,1,0.153658537,0,0
0x037a3079e857e383454fefbea892fde12a2e83fd,595,2144.852004,0,0,1,0,0,10
0x037a43f01b3c2a2acd60510c1b893e94cb64333d,589,2799.076292,4.25E-09,4.26E-09,1.000464514,1.52E-12,0,6
0x037a9d27797eeb292588aab2861c95242a6ed0e3,581,0.006376226,0,0,1,0,0,0
0x037b22bd2ed3df1e5bb8fbf7faa2feac9dda22b0,585,4.83E-08,0,0,1,0,0,3
0x037b392129f7ad2fac6787fefb35779df131856b,587,2,0,0,1,0,0,4
0x037b9e14191238dbfc4e670497b1d4ebf51373ea,581,1.02E-12,0,0,1,0,0,0
0x037bc5471ff04bff3170a1364d2201259c02b127,731,11038.75814,0,0,1,0,0,111
0x037bef2da33513cfb998e36894d073773d3285f8,447,4468.27331,1568.730147,974.1378298,0.620972212,0.351081959,0,74
0x037bf6a1e7b137f824f46313317e033ffeceb613,721,105234.9316,3808.06465,3808.848308,1.000205789,0.036186318,0,111
0x037ca92482ddaae946133ea49e3578ac75bcbef1,605,380.99,0,0,1,0,0,18
0x037cdd64f9b2e00fc6b7a1aa3e6152aff8718540,7,5.00E-14,7.594918465,0,0,1.51898E+14,0,0
0x037d9c5bcc88932c6dfdde923043f1fa065a1c69,282,627.8594906,1.29E-10,0,0,2.05E-13,0,44
0x037dfd569defbc08ae28001159b4c49f6d006cff,589,2.3,0,0,1,0,0,6
0x037e2847c769d20564502183f524f88baa06b389,591,2.09875359,0,0,1,0,0,7
0x037e2fd9f7f79e38cd027e6ad4212d2d697eae60,382,738.4903462,352.2614767,217.7087771,0.618031751,0.477002142,0,53
0x037e908997841df68afb48eb1c9a6e441310abf5,944,5.365731779,2.42E-10,4.84E-10,2.000363003,4.51E-11,0,3
0x037ef353b228e621872f569be0b0f876e6b78dd6,581,0.003800096,0,0,1,0,0,0
0x037f910b25fe4a3f08da116f9fe026aec93b74e0,588,0,0,0,1,0,0,5
0x037fd387317f2b6c50d43ea6c36de384ea9b2cf5,599,0.000951455,0,0,1,0,0,13
0x03807e5ca6505683c96cc30bc71c018b4b0f3f38,243,1600.051678,472.6996153,2.55E-10,5.40E-13,0.295427718,0,76
0x0380af22b08d62fba32da15e68a94e71ba8b8f3a,581,0.005001929,0,0,1,0,0,0
0x0381d12b94af184aedfc27d326624b70c65fc7b4,581,0.1047,0,0,1,0,0,0
0x03827daa642b7e409e4d08fb34836c22d0a3556b,387,1529.928564,544.0008,236.8443628,0.435375027,0.35557268,3,81
0x03842b4c71c18188191cad1cb9a8dab32d2eab7e,277,265.25,111.5,1.501954258,0.013470442,0.420358153,0,124
0x03845ccfb1173f4810dab66664ce61564fd91ad1,581,1.11E-12,0,0,1,0,0,0
0x03846bf20ade32e9b95d925fe47bd2279c5a88b7,254,2.615639684,1.280723096,0.280723096,0.219191093,0.48964049,0,67
0x0384f296396564cdd310bb398e1dc8a98fb3b137,375,12121.46382,9637,9645.877903,1.000921231,0.795035991,0,7
0x03851f30cc29d86ee87a492f037b16642838a357,232,152.2156243,101.4350172,30.02385976,0.295991075,0.666390311,0,67
0x03858ae8ecadc39ce9a3ab3fc6769dd8fece2d0f,581,1.11E-12,0,0,1,0,0,0
0x0385d3a3ca20ddd25bfb20742fdcfc3ddbfb0c59,581,0,0,0,1,0,0,0
0x03867a6c590972095f2c82dedede42a62f46952a,327,75200.15262,4035.35529,1.00E-08,2.48E-12,0.053661531,0,88
0x03873505d18421366d0fa6f27f49694d80dc1fbd,581,1.50E-12,0,0,1,0,0,0
0x0387de98476d2ca45d092ee0cf7af798be4660a1,581,8,0,0,1,0,0,0
0x03886228bb749eeba43426d2d6b70eba472f4876,267,1740.980257,387.4997539,0,0,0.222575616,0,79
0x0388efdfbd5f519f6c63319b5710d5231dd64868,455,8090.025799,3.20E-09,1.20E-09,0.375,3.96E-13,0,72
0x03894d4ac41dd6c4c2f524ed4417c90fa46972c6,241,1.1,0.1,0,0,0.090909091,0,32
0x038a122489ebd2bf9968e02d1203258b49e4832e,11,45.1,160,0,0,3.54767184,2,17
0x038ac1795d2c99b312e981e2992bfc45d0b3c73e,581,0,0,0,1,0,0,0
0x038b15767ebe38fc2002b8c597ec9054021dcf7c,431,14039.33375,70495,70488.34703,0.999905625,5.021249673,0,49
0x038b7e904b21cf2be68d10dec84eb0e118333e3e,581,1.62E-12,0,0,1,0,0,0
0x038c266d54f2a143b8604343bcaf28caba4e8939,533,1090.201323,490,450.5570307,0.919504144,0.449458269,0,79
0x038ca2dcaf884d02dd1deae89bf23a7831fb1179,639,3555.487303,1100,1103.758901,1.003417183,0.309380939,0,106
0x038db6c62d0f072616e2b8db7d3d7cfc829f7f65,631,1747.082029,10.00851147,10.01045531,1.000194218,0.005728702,0,38
0x038e8cdb75c6677cfed6854e8b315066f9a909f0,593,2330.974423,9.64E-10,9.64E-10,1.00023152,4.13E-13,0,9
0x038f1867a56cad72bce4c0a462a3fd4e4a4b3dd1,591,501.6346693,7.79E-10,7.80E-10,1.000793569,1.55E-12,0,7
0x038f3ac9acc74b7918d9903d4429d36e57fb1fdb,597,1.20E-12,0,0,1,0,0,12
0x038f41dd54f67016088bfceb81841cc1c51a159f,581,0.0994,0,0,1,0,0,0
0x038fbb17eff0c348725c45e1109ef29041250d1d,581,1.10E-08,0,0,1,0,0,0
0x0390969e6ddcc17e2ca8813d9f38e276b76c5113,546,170.1123321,70.00000035,70.00204274,1.000029177,0.411492803,0,60
0x0390e1bdeefce3d6245ede5de9b3ce7b05be9a06,581,1.12E-12,0,0,1,0,0,0
0x03917b0fc420092b18dcb24e719f44600211eb45,678,768.355186,2.01E-10,2.02E-10,1.006083759,2.61E-13,0,70
0x03922322741e50ee5a589aedc9fc7ed74a3e1e32,598,89427.74546,16500,16501.53,1.000092727,0.184506496,0,51
0x03925f072fd69b9427b3be238a41d70a946811d9,581,1.11E-12,0,0,1,0,0,0
0x0392af17b9462b1e41d68c4c59bdf9a8289a52d9,581,0.005000036,0,0,1,0,0,0
0x0392c0d81934b52f64aa50c2cfbbcf28cd6141b2,147,73903.68233,28463.73026,9.315250133,0.000327267,0.385146306,0,24
0x0392ea959f551f01d432e1fa26110ef69d55e4c1,624,1522.054766,50.75,42.050172,0.828574818,0.033343084,0,84
0x03933112dd553026128ee4b55831764c39aa1ad8,624,38.52969911,0,0,1,0,0,32
0x03936ba0a4fe117eb026e65b89661438017a07a3,581,1.015262296,0,0,1,0,0,0
0x03936fad73cfd65a108318d917a7d00af8f2b16d,611,0.00026,0,0,1,0,0,22
0x0393931783b1d0ead3b8b0e0f44c1f23ec3c4af5,581,900,0,0,1,0,0,0
0x03939fefccb572f0279e788a71f5ad34a82a4379,589,2.06E-12,0,0,1,0,0,6
0x0395183e0c76a1138913ce3df272ffc747f37237,587,6.44E-08,0,0,1,0,0,4
0x03951f5c12a3b8c7fa09e115024d376077b17720,223,0.0125,4.06E-15,0,0,3.25E-13,0,0
0x0396147f0b821aa0d2581f8e2dad0c9956255028,585,70,0,0,1,0,0,3
0x039630fa4ad7f73738b1541dadf3bad89ffed668,581,0,0,0,1,0,0,0
0x0396b92e454cc2a7076fed1722393c1c4dbb14ea,581,1.83E-12,0,0,1,0,0,0
0x03972ff1fbbc42f532dbfc16e0bfbeec5cb9007d,583,12.8,0.002383695,0.002384044,1.000146186,0.000186226,0,1
0x039803254c85a3cffca6c0f0822e09a306bbda2e,581,1.10E-12,0,0,1,0,0,0
0x0398b107763c8e7fae5183241d383440ea3623da,111,217.4286,100,0.18279,0.0018279,0.459921096,2,19
0x0399d85e70a77d0103e2f82efe37c3f3eb7d51cc,584,3,0,0,1,0,0,2
0x039a21771e9abbd63a8fdb42e60de6b558c1baae,581,1.30E-12,0,0,1,0,0,0
0x039a285369490aa7bf4579207c547caf5fbdfb72,581,0.095,0,0,1,0,0,0
0x039a33aca90ecfc1b97f88de30264ebd84cc7c22,161,5014.295952,2434.713347,1.22E-08,5.03E-12,0.485554377,0,55
0x039a5ebc14114eb0ab9d7bf209049f0f904f78c9,581,3.37E-06,0,0,1,0,0,0
0x039b0cac8f2257a805ae79431fc6daf67bd235fa,467,5.09E-10,3.09E-10,3.10E-10,1.003409593,0.607212472,0,41
0x039b10e499e6b8e711cafc07123654a5b55852d2,581,1.11E-12,0,0,1,0,0,0
0x039b27c7e5771ee0108c87b4162999bea4dd1831,460,3708.433934,4.34E-09,1.75E-09,0.404355273,1.17E-12,0,68
0x039bb7b830769fe8130ce5a40142fcd49a1452f3,581,1.00E-12,0,0,1,0,0,0
0x039c19df683512cc6255bd549fed1de7d1804ba9,581,1.031007635,0,0,1,0,0,0
0x039c361579aef4e8df5f7bfe0950dd06af0b1276,581,2.08E-12,0,0,1,0,0,0
0x039c5a62e2d28cc85729666dcacb98c1ae21e343,581,1.69E-12,0,0,1,0,0,0
0x039c7320956110b7e9e350d382a354d6ace8d2c0,110,0.5,0.2,0,0,0.4,0,0
0x039cab749f176fd208e1367b266ab766308e80f8,581,0.1092,0,0,1,0,0,0
0x039cd2b882895757eb015f1447f68a5a5ff0737c,581,0.1,0,0,1,0,0,0
0x039e2604295ba89a83588107391aed3cce36b97f,317,6515.003447,1.70E-08,5.93E-10,0.034870992,2.61E-12,0,60
0x039e2eeff82ec296c669f4aae063418afa8bcf02,581,1.78E-12,0,0,1,0,0,0
0x039e8cb6cf84518696939ea80ff8e021b871fde9,148,94.04461741,59.43035511,3.27E-12,5.51E-14,0.631937869,0,76
0x039ec0b36450e9b2c5f59a3a6fe991469ac744f2,254,134.6882666,28,7,0.25,0.207887448,0,0
0x039eda3933ce405c2ff54a93a7afa07c08030164,95,36.15580027,90.39584178,0,0,2.500175382,0,65
0x039f620be875aa9c3d70fe9cf27a7c9192a8001c,408,2.43E-10,1.85E-10,1.85E-10,1.001753459,0.761090215,0,30
0x03a0c2a422c4257440ec79aa0c96c472942082eb,581,0.003783889,0,0,1,0,0,0
0x03a151746661bea0942281ec949de76eb6b4f6f2,734,7,7.10E-11,1.01E-10,1.422577563,1.01E-11,0,1
0x03a27a0bd8c8451480e04535690cf131423836e3,284,5211.826797,50,4.16E-09,8.33E-11,0.009593565,0,47
0x03a3cc4148619b60dda51612a4483ffe43435f34,581,1.30E-12,0,0,1,0,0,0
0x03a3d0eb17509dc9fb2a892ac1eab68419deb19b,689,368.6022227,4.50E-10,4.50E-10,1.000004238,1.22E-12,0,80
0x03a493d043b71da48fd882161dae488abe112432,449,1950,1616.574286,1617.727131,1.00071314,0.829012454,0,62
0x03a4c3ec5f926cf6490d57ed7fd496d21004c63e,581,1.11E-12,0,0,1,0,0,0
0x03a4e9e2c6cb51a8bbc82cffd76da057855cbe77,581,1.31E-14,0,0,1,0,0,0
0x03a57e2f5e6e840a8a15a7650a89069a5427a95b,631,307.8990581,0,0,1,0,0,37
0x03a5b7317c1fde03fa6ba0315ccd86fb8c6111f5,581,3027,0,0,1,0,0,0
0x03a5bdbd5a37ee782e9203811d227342c3fcfb73,168,3.477835563,1,0,0,0.287535159,0,19
0x03a673e4a53120a0f6f57e49b202f38553917136,38,1.29E-09,200,0,0,1.54576E+11,0,23
0x03a6e432e9a96e1141397ce2baf975c5ef333e5a,583,0.012334319,0,0,1,0,0,1
0x03a7628bb57509b55dbb38d35cffa94b68e2f132,588,2.20E-12,0,0,1,0,0,5
